0.896250,0.228375,0.511000,0.538500,0.172500,0.399375,0.977500,0.772000,0.818750,0.051750,0.792375,0.544750,0.043375,0.205000,0.951750,0.398375,0.403125,0.146500,0.251250,0.306750,nan,0.566250,0.328375,0.796625,0.724250,0.998000,0.702250,0.785500,0.671875,0.289750,0.706125,0.228125,0.774250,0.049000,0.452125,0.770625,0.136625,nan,0.239875,0.832875,0.486500,0.032500,0.906250,0.232625,0.153625,0.817500,0.588625,0.443500,0.707875,0.200500,0.219000,0.549125,0.345875,0.708625,0.209500,0.011125,0.428875,0.812500,0.992375,0.046625,0.541125,nan,0.828000,0.285125,0.447625,0.254375,0.625750,nan,0.044125,0.302625,0.145000,0.105625,0.168875,0.658125,0.252875,0.184875,0.925250,0.423750,0.607125,0.673250,0.474625,0.259500,0.733125,0.190000,0.569375,0.960250,0.781875,0.279375,0.410000,0.166250,0.890875,0.946500,0.470125,0.259500,0.908125,0.398250,0.676625,0.663625,0.978375,0.944375
0.093250,0.313000,nan,0.703375,0.871000,0.479375,0.886250,0.225750,0.616000,0.716875,0.042625,0.162875,0.200000,0.418875,0.768750,0.821000,0.596750,0.075000,0.518625,0.229125,0.776875,0.765250,0.146375,0.142500,0.682875,0.197625,0.643625,0.947125,0.901000,0.263125,0.623250,0.916875,0.793750,0.569875,0.103125,0.691500,0.077750,0.027375,0.236500,0.066625,0.164875,0.320125,0.890000,0.919125,0.836875,0.297000,0.163125,0.837250,0.822875,0.276875,0.377250,0.904125,0.308750,0.632375,0.862500,0.546750,0.916750,0.435750,0.574875,0.820625,nan,0.383625,0.485750,0.174500,0.903125,0.995000,0.659125,0.409375,0.729250,0.438750,0.099250,0.636375,0.015250,0.769875,0.701625,0.353875,0.551250,0.654875,0.188750,0.485250,0.970500,0.239375,0.202500,0.542125,nan,0.824625,0.204875,nan,0.545375,0.948625,0.993875,0.161250,0.592250,0.611375,0.839750,0.774500,0.487125,0.769125,0.181750,0.272750
nan,0.048500,0.396500,0.035000,0.652875,0.167250,0.467875,0.995250,0.553625,0.896125,0.442750,0.453500,0.365500,0.864875,0.508500,0.644375,0.815000,0.391375,0.312000,0.076875,0.207125,0.373750,0.915625,0.819125,0.848000,0.905875,0.168875,0.583500,nan,0.297625,0.822875,0.875000,0.629875,0.572000,0.801875,0.621375,0.263625,0.744375,0.707250,0.885625,0.282875,nan,0.816000,0.866625,0.189250,0.542000,0.048750,nan,0.970625,0.173250,nan,0.881750,0.869875,0.631000,0.216125,0.421250,0.301625,0.169750,0.966625,0.546000,0.219500,0.544500,0.162750,0.899250,0.167625,0.120000,0.876125,0.929500,0.513625,0.563000,0.701500,nan,0.563000,nan,0.416375,0.254625,0.127250,0.018750,0.154875,nan,nan,0.662625,0.939750,0.864125,0.971250,0.563375,nan,0.756875,0.962125,0.682125,0.545250,0.577375,nan,0.844625,0.411625,0.552500,0.130500,0.358500,0.212875,0.829250
0.893000,0.252375,nan,0.353875,0.858000,0.491000,0.105375,nan,0.422000,0.258750,0.875375,0.762000,0.970875,0.007125,0.274875,0.496000,0.375000,0.430625,0.050000,0.948000,nan,0.017875,0.015250,0.986750,0.186000,0.409500,0.995250,0.712250,0.003875,0.187625,0.778750,0.688750,0.389750,0.451500,0.513000,0.155375,0.113250,0.196250,0.538000,0.493750,0.321875,0.149875,0.305375,0.308375,0.875375,0.214750,nan,0.140500,0.898375,0.139125,0.008125,0.003750,0.600375,0.981250,0.481375,0.995625,0.913250,0.327750,0.818500,0.312250,0.158375,nan,0.979875,0.498125,nan,0.817875,0.660875,0.665250,0.467125,0.556000,0.546750,0.171375,0.974875,0.078375,0.039125,0.542750,0.906875,0.406125,0.513500,0.456000,0.349625,0.632000,0.702750,0.120125,0.192375,0.722625,0.453250,0.209500,0.145625,0.741625,0.630000,0.080625,0.420125,0.383750,0.702000,0.401000,0.975000,nan,0.915000,0.819125
0.281500,0.413750,0.148625,0.489125,0.872625,0.831125,0.776750,0.188250,0.504375,0.056375,0.016250,0.606125,0.897000,0.478125,0.491000,nan,0.709000,nan,0.959250,0.838875,0.778500,0.440375,0.952500,0.845750,0.160000,0.940625,0.990500,0.800000,0.650500,0.121875,0.921000,0.147250,0.671875,0.288000,0.415750,0.821625,0.126750,0.810250,0.397125,0.914875,0.428625,0.643500,0.160125,0.570375,0.301625,0.619250,nan,0.375250,nan,0.851125,0.541250,0.339500,nan,0.849750,0.325375,0.696250,0.339500,0.458375,0.073250,0.122750,0.720250,0.099625,0.492375,0.615500,0.385625,0.329000,0.658500,0.326500,0.276125,0.971750,0.388125,0.046750,0.085375,0.840750,0.150375,0.356875,0.008250,0.238875,0.145750,0.395000,0.531375,nan,0.059500,0.868750,nan,0.733750,0.249375,0.527375,0.516250,0.620250,0.726875,nan,0.961625,0.264000,0.329625,0.346000,0.743250,0.792000,0.386000,0.034250
0.169625,0.534000,0.854750,0.063625,nan,0.347250,nan,0.113250,0.091625,0.603500,0.798750,0.627625,0.028125,0.259750,0.742250,0.746500,0.577250,0.199000,nan,0.101750,0.570250,0.947000,0.419625,0.592625,0.212875,0.102500,0.448875,0.583500,0.348125,0.270625,0.984875,0.409500,nan,0.855000,0.259500,0.323000,0.292125,0.039500,nan,0.515625,0.380750,0.395000,nan,0.387375,0.877125,nan,0.530750,0.576375,0.677625,nan,0.983750,0.614875,0.530000,0.938750,0.221125,0.933375,0.177875,0.515875,0.296250,0.949500,0.646375,0.257750,0.112625,0.514250,0.597500,0.198875,0.869125,nan,nan,0.584500,0.611750,0.189875,nan,0.404875,0.046625,nan,0.665750,0.953000,0.412625,0.542500,0.918625,0.728375,0.540750,0.017375,0.953750,0.151000,0.380125,0.459625,0.888750,0.778500,0.776875,0.933500,0.920500,0.284500,0.010000,0.801000,0.002875,0.875875,0.961000,0.607625
0.628375,0.853625,0.359750,0.542500,0.224125,0.106875,0.603500,0.451875,0.677250,0.195125,0.580875,0.381000,0.959000,0.900000,nan,0.133125,nan,0.274250,0.001750,nan,0.311625,0.650625,0.953875,0.138875,nan,0.945625,0.270500,0.292375,0.741625,0.833500,0.891250,0.203625,0.162875,0.931625,0.461625,0.496625,0.081125,0.906250,0.882500,0.873125,0.841875,0.975000,0.188000,0.809625,0.653625,0.220875,nan,0.307375,0.874500,0.415875,0.609875,0.862000,0.221625,0.749625,0.540500,0.037500,0.109250,0.596625,0.861375,0.114375,0.569875,0.719625,0.631625,0.980000,0.269875,0.693125,0.515000,0.799875,0.571250,0.713875,0.666125,0.376250,0.621500,0.522500,nan,0.782875,0.704375,0.894000,0.195875,0.966500,0.171000,0.198000,0.184250,0.407125,0.841125,0.358500,0.261125,0.857750,0.707000,0.257000,0.070625,0.641875,0.753875,0.935250,0.251375,0.380750,0.745000,0.519500,0.463625,0.172750
nan,0.317375,0.423000,0.888375,0.791500,0.622625,0.742500,0.021375,nan,0.810875,0.910750,0.420125,0.090250,0.942875,0.576625,0.365750,0.859375,0.650250,0.171750,0.412625,0.784125,0.877250,0.728625,0.568750,0.387250,0.278375,0.854250,0.417625,0.279125,0.023375,0.185250,0.572625,0.042875,0.499875,0.156500,0.100500,0.375000,0.221500,0.461125,0.141500,0.807625,nan,0.060750,0.791375,0.164250,0.550625,0.802625,0.757375,0.112875,nan,0.710125,0.364125,0.949750,nan,0.628750,0.455250,0.519750,0.698250,0.793625,0.198625,0.411250,0.306125,0.418875,0.622000,nan,0.244000,0.550000,0.635750,0.417625,nan,0.389250,0.434500,0.776375,0.417875,0.030750,0.172750,nan,0.027500,0.604125,0.062750,0.425625,0.951375,0.214500,0.149125,0.559750,0.936750,0.803625,0.864000,0.638750,0.092750,0.009125,0.614875,0.828125,0.831250,0.711750,0.024250,0.797750,0.078500,0.322125,0.169875
0.228125,0.421750,0.184750,0.834750,0.675625,0.153500,0.234625,0.732125,0.730250,0.258625,0.122750,0.156625,0.120250,0.886625,0.786625,nan,0.768750,0.015375,0.937000,0.842750,0.809500,0.197500,0.654125,0.604500,0.036250,0.382250,0.584875,0.254625,0.862625,0.824750,nan,0.079375,nan,0.570125,nan,0.572500,0.617875,nan,nan,0.671250,0.252000,0.791375,0.173000,0.485125,0.868250,0.470125,nan,0.389000,0.307500,0.019000,0.935125,0.792875,0.791125,nan,0.883625,0.881750,0.288125,0.968375,0.795500,0.220500,0.232875,0.920000,0.788375,0.098875,0.126750,0.750250,0.537750,nan,0.114250,0.356750,0.276375,0.285500,0.048125,0.887375,0.535875,0.247375,0.517875,0.388375,0.349875,0.582250,0.311875,0.580375,0.096125,0.331375,0.184875,0.762875,0.776375,0.309625,0.301750,0.360625,0.900250,0.001375,0.902625,0.076875,0.803125,nan,0.523375,0.671750,0.227625,0.865375
0.692375,0.048625,0.091500,0.691000,0.926125,0.361000,0.284500,0.795125,0.917500,0.254625,0.548250,0.350375,0.934000,0.987000,0.895250,0.750125,0.068500,0.036500,0.959875,0.477000,0.221250,0.402500,0.358875,0.660750,0.357625,0.676125,0.824375,nan,0.980375,0.377750,0.938625,0.146000,nan,0.703000,0.881750,0.907625,0.479375,0.297375,0.519125,0.004250,0.510500,0.204875,0.964875,0.382750,0.312875,0.836500,0.323375,0.667625,0.310375,0.153500,0.687750,0.987250,0.064250,0.452375,0.554500,0.375250,0.487250,0.306750,0.891125,0.182125,0.548500,0.136250,0.993375,nan,0.192625,0.175625,0.038250,nan,0.076250,0.240125,0.954125,0.024500,0.279750,0.440000,0.122375,0.040250,0.883125,0.031125,0.556875,0.336750,0.049625,0.912125,0.189125,0.162125,0.227375,0.006000,0.600875,0.317000,0.887875,0.424375,0.021750,0.706375,0.073375,0.098500,nan,0.548750,0.983625,nan,nan,0.397625
0.997625,0.094250,0.920000,nan,0.423500,0.559375,0.795125,0.228250,0.231625,0.816875,0.119375,0.631375,0.741125,0.771875,0.190000,0.192750,0.108375,0.928500,0.668375,0.180375,0.266875,0.651500,0.244750,0.912500,0.928125,0.376125,0.317750,0.470750,0.204625,0.006375,0.437625,0.352500,0.251750,0.662750,0.008250,0.024375,0.961375,0.782000,0.914250,0.297250,0.283750,0.438250,0.942125,nan,0.933750,0.562125,0.937750,0.518375,0.920500,0.825750,nan,0.073000,0.884625,0.572375,0.398875,0.968750,0.616250,0.333875,0.912250,0.784000,0.670125,0.320375,0.601500,0.024500,0.208125,0.738125,0.692625,0.381125,0.520625,nan,0.062625,0.058750,nan,0.154750,0.526750,0.910250,0.250500,0.815750,0.197250,0.931250,0.913625,0.820125,0.464750,nan,0.746500,0.189125,0.359750,0.521000,0.681750,0.188250,0.732250,0.159125,nan,0.760000,0.011000,0.123000,0.203125,0.070125,0.517625,0.624000
0.596250,0.071125,nan,0.052250,0.848250,0.039750,0.758000,0.941625,0.894500,nan,0.513625,0.966875,0.034125,0.334750,0.415000,0.718750,0.109250,0.977250,0.223125,nan,0.476500,0.518000,0.231250,0.864125,0.509875,nan,0.169000,0.115000,0.538000,0.482250,nan,0.748000,0.256250,0.922250,0.227000,0.710375,0.952250,0.752750,0.086750,0.065625,0.003125,0.880250,0.480250,0.767625,0.741750,0.792000,0.570500,nan,0.019250,0.153875,0.296625,0.530250,0.506000,0.990875,0.400750,0.251375,0.758250,0.973000,0.158500,0.728250,0.131125,0.167875,0.602875,0.545500,0.625000,nan,nan,0.834500,0.743125,0.194625,0.421500,0.584750,0.280000,0.931250,0.972250,0.290750,0.524750,0.390875,0.450125,0.796625,0.836500,0.350500,0.618250,0.571625,0.410875,0.219125,0.367000,0.096375,0.599125,0.449125,0.386000,0.773375,nan,0.510250,0.402500,0.796375,0.206750,0.856125,0.749875,0.248875
nan,0.732125,0.009625,0.111750,0.168750,0.176875,0.080125,0.480750,0.837000,0.778625,0.075250,nan,0.574875,0.869125,0.757625,0.610500,0.363375,0.780625,0.227125,0.938500,0.484000,nan,nan,0.766500,0.125500,0.938500,0.832125,0.512750,0.063875,0.114875,0.848375,0.080625,0.248750,0.647750,0.054125,0.908000,0.753500,0.691250,0.437750,0.897875,0.136125,0.711625,0.370375,0.586125,0.656875,0.281375,0.111500,0.435500,0.673375,0.447125,0.602375,0.834375,0.489000,0.865625,0.608375,0.352250,0.929500,0.143500,0.510125,nan,0.175625,0.418750,nan,nan,0.892375,nan,0.591375,0.311875,0.501750,0.494500,0.513250,0.506125,0.752000,0.113250,0.855125,0.214500,0.282875,0.285500,0.006625,0.506250,0.362625,0.110000,0.670125,0.858875,0.940125,0.155500,0.388500,0.103625,0.719750,0.622750,0.914500,0.723125,0.515000,0.019375,nan,0.646250,0.155500,0.716125,0.596250,0.219375
0.613125,0.254875,0.631375,0.638250,0.483125,0.886000,0.950875,0.975375,0.797875,0.136500,0.760375,0.895375,0.104875,0.432500,0.948375,0.537625,0.792375,0.442125,0.774875,0.773000,0.411500,0.999500,0.081500,0.435500,0.457875,0.691250,0.435625,nan,0.536375,0.265875,0.338750,0.880750,0.212500,0.374250,0.021750,0.233875,nan,0.054750,0.554125,0.724625,0.586375,0.492875,0.055125,0.872750,0.553625,0.844125,0.182500,0.858125,0.942250,0.208750,0.598625,0.813625,0.009625,0.392625,0.000875,0.258875,0.465750,0.345750,0.852000,0.868875,0.978625,0.309000,0.921750,0.899875,0.850250,0.760500,0.818500,0.691875,0.238375,0.086000,0.699750,0.191250,0.521125,0.315875,0.125500,0.155250,0.889750,0.861125,0.297875,0.095125,0.911375,0.086750,0.472000,nan,0.878625,0.269875,0.630750,0.719125,0.711375,0.859250,0.050125,0.052250,0.690000,0.852125,0.234250,0.032000,0.818625,0.111875,0.336625,0.864250
0.853125,0.224625,0.512750,nan,0.322250,0.856250,0.427875,0.368500,0.335375,0.231125,0.918625,0.494625,0.157750,0.981750,0.101250,0.370375,0.792500,0.930625,0.815875,0.420625,0.294000,0.302625,0.253250,0.323750,0.569125,0.351125,0.142750,0.354750,0.008500,0.549125,0.558750,0.533250,0.760750,0.647000,0.712625,0.760750,0.304125,0.384375,0.794625,0.755000,0.030375,0.316875,0.267000,0.037875,0.891750,0.120375,0.761250,0.750375,0.330125,0.335125,0.999750,0.762875,0.182125,0.151250,0.168750,0.899500,0.724750,0.362125,0.922125,0.469750,0.675250,0.403250,0.850875,0.454250,0.011625,0.519250,0.159000,0.479125,0.863375,0.894750,0.794125,nan,0.788625,0.758375,0.191625,0.663750,0.006000,0.086750,0.173375,0.241500,0.860875,0.110750,0.602875,0.575625,0.367125,0.718250,nan,0.114500,0.413000,0.659750,0.422625,0.452500,0.391125,0.113125,0.098375,0.502375,0.996750,0.669250,0.311875,nan
0.336250,0.664625,0.020625,0.695625,0.954625,0.664375,0.478500,0.762625,0.292000,0.384750,0.458875,0.045875,nan,0.647125,0.461875,0.770625,0.077750,0.525000,0.200625,0.237500,nan,0.277125,0.772500,0.005375,0.842250,0.012750,0.545750,0.402625,0.809375,0.564125,0.901125,0.890000,0.355500,0.360250,nan,0.360750,0.976875,nan,0.428875,0.367000,0.498875,0.644500,0.656625,0.559125,0.986875,0.537250,0.176000,0.211500,0.861375,0.988375,0.134875,0.391750,0.285500,0.291875,0.160125,0.648000,0.724250,0.616500,0.716875,0.347375,0.652125,0.850875,0.235625,nan,0.209625,0.769000,0.207500,0.590125,0.283375,nan,0.457000,0.924250,0.926875,0.913750,0.633375,0.121250,0.679625,0.347625,0.968875,0.993000,0.360750,0.767125,0.019750,0.117750,0.677250,0.451125,0.992750,0.474000,nan,0.223375,0.876250,0.760000,0.580625,0.605000,0.928875,0.833000,0.289625,nan,0.578000,0.719750
0.363500,0.432125,nan,0.731875,0.909250,0.929000,0.535250,0.323625,nan,0.621375,0.955625,0.561500,0.186500,0.562250,0.133750,0.991250,0.708250,0.487250,0.797000,0.526750,nan,0.275500,0.570125,0.546750,0.029750,0.429500,0.080500,0.096125,0.920500,nan,0.523750,0.311750,0.382000,0.446625,0.387125,0.769125,0.439875,0.375000,0.051750,0.162500,0.386125,0.195875,0.015375,0.160750,0.928375,0.037500,0.666625,0.724125,0.911250,0.874250,0.350625,0.122625,nan,0.895375,0.917875,0.567125,0.200125,0.452375,nan,0.384500,nan,nan,0.720000,0.131000,0.126375,0.379875,0.322625,0.822250,nan,0.517625,0.547125,0.842625,0.171625,0.577500,0.142500,0.990750,0.909000,nan,nan,0.958125,0.958750,0.655750,0.601000,0.966500,nan,0.025000,0.458375,nan,0.799750,0.931125,0.681625,0.124500,nan,0.948875,0.503875,0.495750,0.870000,0.167125,0.769500,0.979625
0.103500,0.085750,0.494000,0.787750,0.376750,0.148875,0.314375,0.035500,0.934125,0.650000,0.135000,0.544500,0.177000,0.561625,0.313000,0.202500,nan,0.325875,0.400625,0.880375,nan,0.314000,0.139375,0.481125,0.303625,0.134250,0.125125,0.507625,0.177375,0.947250,0.854250,0.244625,0.712125,0.180250,0.819000,0.161250,nan,0.511875,0.057750,0.553625,0.140125,0.722125,0.170625,0.305875,0.949500,0.028875,0.843125,0.939125,0.541625,nan,0.871000,nan,0.283000,0.237250,nan,nan,0.239500,0.656875,nan,0.403625,0.282125,0.060500,0.458625,0.891625,0.536375,0.096000,0.383375,0.334750,0.717625,0.945000,0.005000,0.093875,nan,0.204500,nan,0.088250,0.454750,0.298500,nan,nan,0.834250,0.419625,nan,0.825750,0.329375,0.271625,0.180375,0.605000,0.044625,0.119625,0.594625,0.826125,0.599500,0.308500,0.376625,0.801500,0.681875,nan,nan,0.342250
